,Age,BirthDate,BirthPlace,Cabin,Destination,Embarked,FirstName,Job,LastName,MaritalStatus,Nationality,Pclass,Relationships,Residence,Sex,Ticket,Title,UrlId,Survived
13,40,1871-06-21,"Västermo, Sweden",,"
Destination:       
      Akeley, Minnesota, United States
",Southampton,Johanna Persdotter,,Ahlin,Married,Swedish,3rd Class Passenger,[],"Göteborg, Västergötland, Sweden",Female,"
Ticket No. 7546, £9  9s  6d",Mrs,/titanic-victim/johanna-persdotter-ahlin.html,0.0
14,37,1874-05-14,,,,Southampton,Joseph Francis,Assistant Pantryman Steward,Akerman,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/joseph-francis-akerman.html,0.0
15,41,1870-12-24,"Kauhajoki, Vaasa, Finland",,"
Destination:       
      Sudbury, Ontario, Canada
",Southampton,Isakki Antonpoika,General Labourer,Äijö-nirva,,Finnish,3rd Class Passenger,[],"Kauhajoki, Vaasa, Finland",Male,"
Ticket No. 3101272, £7  2s  6d",Mr,/titanic-victim/iisakki-aijo-nirva.html,0.0
16,31,1880-11-13,"Salisbury, Wiltshire, England",,,Southampton,Albert Edward,3rd Class Steward,Akerman,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/albert-akerman.html,0.0
17,19,1893,"Shānay, Syria",,,Cherbourg,Farīd Husayn Qāsim,Farmer,Al-munà,,Syrian,3rd Class Passenger,"['/titanic-survivor/nassef-cassem-albimona.html', '/titanic-victim/houssein-abilmona.html']",,Male,"
Ticket No. 2700, £7  4s  7d",Mr,/titanic-victim/fared-kassem-houssein.html,0.0
18,35,1877,"Hendred, Berkshire, England",,,Southampton,Augustus Henry,Chauffeur,Aldworth,Married,English,2nd Class Passenger,"['/titanic-survivor/lucile-carter.html', '/titanic-survivor/william-carter.html']","Bryn Mawr, Pennsylvania, United States",Male,"
Ticket No. 248744, £13 ",Mr,/titanic-victim/augustus-aldworth.html,0.0
19,24,1887-09-06,"Fleggburgh, Norfolk, England",,"
Destination:       
      Albion, New York, United States
",Southampton,William Albert,General Labourer,Alexander,Single,English,3rd Class Passenger,[],"Great Yarmouth, Norfolk, England",Male,"
Ticket No. 3474, £7  17s  9d",Mr,/titanic-victim/william-alexander.html,0.0
20,19,1893-03-12,"Salo, Turku and Pori, Finland",,"
Destination:       
      Astoria, Oregon, United States
",Southampton,Ilmari Rudolf,General Labourer,Alhomäki,Single,Finnish,3rd Class Passenger,[],"Salo, Turku and Pori, Finland",Male,"
Ticket No. 3101287, £7  18s  6d",Mr,/titanic-victim/ilmari-rudolf-alhomaki.html,0.0
21,25,1887,,,,Southampton,William,General Labourer,Ali,,Syrian,3rd Class Passenger,[],"Buenos Aires, Pampas, Argentina",Male,"
Ticket No. 3101312, £7  1s ",Mr,/titanic-victim/william-ali.html,0.0
22,22,1889-05-31,"Molini di Triora, Liguria, Italy",,,Southampton,Battista Antonio,Assistant Waiter,Allaria,Single,Italian,Restaurant Staff,[],"Southampton, Hampshire, England",Male,,Sig.,/titanic-victim/battista-antonio-allaria.html,0.0
23,39,1873,"Nottingham, Nottinghamshire, England",,,Southampton,William Henry,Tool Maker,Allen,Married,English,3rd Class Passenger,[],"Birmingham, England",Male,"
Ticket No. 373450, £8  1s ",Mr,/titanic-victim/william-henry-allen.html,0.0
24,30,1882,"Southampton, Hampshire, England",,,Southampton,Henry,Fireman,Allen,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/henry-allen.html,0.0
25,25,1886-11-14,"Milwaukee, Wisconsin, United States","
Cabin No.: C22/26",,Southampton,Bess Waldo,,Allison,Married,Canadian,1st Class Passenger,"['/titanic-survivor/mildred-brown.html', '/titanic-survivor/alice-cleaver.html', '/titanic-survivor/sarah-daniels.html', '/titanic-victim/george-swane.html']","Montréal, Québéc, Canada",Female,"
Ticket No. 113781, £151  16s ",Mrs,/titanic-victim/bessie-waldo-allison.html,0.0
26,26,1886,"London, England",,,Southampton,George,Scullion,Allen,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/george-allen.html,0.0
27,35,1876,"Liverpool, Merseyside, England",,,Southampton,Robert Spencer,Bedroom Steward (1st Class),Allen,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/robert-spencer-allan.html,0.0
28,2,1909-06-05,,"
Cabin No.: C22/26",,Southampton,Helen Loraine,,Allison,,Canadian,1st Class Passenger,"['/titanic-survivor/alice-cleaver.html', '/titanic-survivor/sarah-daniels.html']","Montréal, Québéc, Canada",Female,"
Ticket No. 113781, £151  16s ",Miss,/titanic-victim/loraine-allison.html,0.0
29,36,1876,"Manchester, England",,,,Alfred Samuel,2nd Electrician,Allsop,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/alfred-samuel-allsop.html,0.0
30,30,1881-12-09,,"
Cabin No.: C22/26",,Southampton,Hudson Joshua Creighton,Businessman,Allison,Married,Canadian,1st Class Passenger,"['/titanic-survivor/mildred-brown.html', '/titanic-survivor/alice-cleaver.html', '/titanic-survivor/sarah-daniels.html', '/titanic-victim/george-swane.html']","Montréal, Québéc, Canada",Male,"
Ticket No. 113781, £151  16s ",Mr,/titanic-victim/hudson-joshua-creighton.html,0.0
31,43,1868-11-28,"Torquay, Devon, England",,,,Frank Richard,Saloon Steward,Allsop,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/frank-richard-allsop.html,0.0
32,17,1894-06-25,"Flushing, Cornwall, England",,"
Destination:       
      New York City, New York, United States
",Southampton,Owen George,Gardener,Allum,,English,3rd Class Passenger,[],"London, England",Male,"
Ticket No. 2223, £8  6s ",Mr,/titanic-victim/owen-george-allum.html,0.0
33,33,1878-04-25,"Alvøen, Søndre Bergenhus, Norway",,"
Destination:       
      New York City, New York, United States
",Southampton,Albert Kaurin,Engineer,Andersen,Married,Norwegian,3rd Class Passenger,"['/titanic-victim/johan-martin-holthen.html', '/titanic-victim/henry-margido-olsen.html']","Bergen, Hordaland, Norway",Male,"
Ticket No. 4001, £22  10s  6d",Mr,/titanic-victim/albert-karvin-andersen.html,0.0
34,4,1907-07-21,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Sigvard Harald Elias,,Andersson,,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/anders-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html']","Kisa, Östergötland, Sweden",Male,"
Ticket No. 347082, £31  5s  6d",Master,/titanic-victim/sigvard-harald-elias-andersson.html,0.0
35,50,1861-10-09,"Campsie, Stirlingshire, Scotland",,,Southampton,Walter Yuill,Bed Room Steward,Anderson,Single,Scottish,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/walter-anderson.html,0.0
36,39,1872-12-25,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Alfrida Konstantia Brogren,,Andersson,Married,Swedish,3rd Class Passenger,"['/titanic-victim/anders-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html', '/titanic-survivor/anna-sofia-nysten.html']","Kisa, Östergötland, Sweden",Female,"
Ticket No. 347082, £31  5s  6d",Mrs,/titanic-victim/alfrida-konstantia-brogren-andersson.html,0.0
37,6,1905-11-14,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Ebba Iris Alfrida,,Andersson,,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/anders-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html']","Kisa, Östergötland, Sweden",Female,"
Ticket No. 347082, £31  5s  6d",Miss,/titanic-victim/ebba-iris-alfrida-andersson.html,0.0
38,38,1873-11-24,"Sventorp, Skaraborg, Sweden",,"
Destination:       
      Manistee, Michigan, United States
",Southampton,Ida Augusta Margareta,,Andersson,Single,Swedish,3rd Class Passenger,[],"Vadsbro, Sörmland, Sweden",Female,"
Ticket No. 347091, £7  15s  6d",Miss,/titanic-victim/ida-augusta-margareta-andersson.html,0.0
39,2,1910-01-19,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Ellis Anna Maria,,Andersson,,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/anders-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html']","Kisa, Östergötland, Sweden",Female,"
Ticket No. 347082, £31  5s  6d",Miss,/titanic-victim/ellis-anna-maria-andersson.html,0.0
40,11,1900-04-16,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Sigrid Elisabeth,,Andersson,,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/anders-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html']","Kisa, Östergötland, Sweden",Female,"
Ticket No. 347082, £31  5s  6d",Miss,/titanic-victim/sigrid-elisabeth-andersson.html,0.0
41,26,1885-12-11,"Härja, Västergötland, Sweden",,"
Destination:       
      Hartford, Connecticut, United States
",Southampton,Johan Samuel,Carpenter / Joiner,Andersson,Single,Swedish,3rd Class Passenger,[],"Stommen, Västergötland, Sweden",Male,"
Ticket No. 347075, £7  15s  6d",Mr,/titanic-victim/johan-samuel-andersson.html,0.0
42,39,1873-01-21,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Anders Johan,General Labourer,Andersson,Married,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/ingeborg-constanzia-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html', '/titanic-survivor/anna-sofia-nysten.html']","Kisa, Östergötland, Sweden",Male,"
Ticket No. 347082, £31  5s  6d",Mr,/titanic-victim/anders-andersson.html,0.0
43,9,1902-04-16,,,"
Destination:       
      Winnipeg, Manitoba, Canada
",Southampton,Ingeborg Constanzia,,Andersson,,Swedish,3rd Class Passenger,"['/titanic-victim/alfrida-konstantia-brogren-andersson.html', '/titanic-victim/anders-andersson.html', '/titanic-victim/ebba-iris-alfrida-andersson.html', '/titanic-victim/ellis-anna-maria-andersson.html', '/titanic-victim/sigrid-elisabeth-andersson.html', '/titanic-victim/sigvard-harald-elias-andersson.html']","Kisa, Östergötland, Sweden",Female,"
Ticket No. 347082, £31  5s  6d",Miss,/titanic-victim/ingeborg-constanzia-andersson.html,0.0
44,26,1885,"Falmouth, Cornwall, England",,"
Destination:       
      Houghton, Michigan, United States
",Southampton,Frank Thomas,Miner,Andrew,Married,English,2nd Class Passenger,[],"Redruth, Cornwall, England",Male,"
Ticket No. 34050, £10  10s ",Mr,/titanic-victim/frank-thomas-andrew.html,0.0
45,20,1892-03-21,"Hallaryd, Småland, Sweden",,"
Destination:       
      Chicago, Illinois, United States
",Southampton,Pål Edvin,General Labourer,Andreasson,Single,Swedish,3rd Class Passenger,"['/titanic-victim/albert-augustsson.html', '/titanic-victim/nils-johansson.html', '/titanic-survivor/carl-jonsson.html', '/titanic-survivor/olga-elida-lundin.html']","Kalfsnäs, Småland, Sweden",Male,"
Ticket No. 347466, £7  17s  1d",Mr,/titanic-victim/paul-edvin-andreasson.html,0.0
46,39,1873-02-07,"Comber, County Down, Ireland","
Cabin No.: A36",,,Thomas,Shipbuilder,Andrews,Married,Irish,1st Class Passenger,[],"Belfast, Ireland",Male,"
Ticket No. 112050",Mr,/titanic-victim/thomas-andrews.html,0.0
47,17,1895-03-28,,,"
Destination:       
      Trenton, New Jersey, United States
",Southampton,Edgar Samuel,,Andrew,,English,2nd Class Passenger,[],"San Ambrosio, Córdoba, Argentina",Male,"
Ticket No. 231945, £11  10s ",Mr,/titanic-victim/edgar-samuel-andrew.html,0.0
48,18,1893-09-17,,"
Cabin No.: R190","
Destination:       
      New Glarus, Wisconsin, United States
",Southampton,Josefine,,Arnold-franchi,Married,Swiss,3rd Class Passenger,"['/titanic-victim/aloisia-haas.html', '/titanic-victim/maria-kink.html', '/titanic-survivor/luise-kink-heilmann.html', '/titanic-survivor/luise-gretchen-kink-heilmann.html']","Altdorf, Uri, Switzerland",Female,"
Ticket No. 349237, £17  16s ",Mrs,/titanic-victim/josefine-arnold-franchi.html,0.0
49,31,1881,"Newcastle-under-Lyme, Staffordshire, England",,"
Destination:       339 West 19th Street 
      New York City, New York, United States
",Southampton,William,Tile Maker,Angle,Married,English,2nd Class Passenger,['/titanic-survivor/florence-angle.html'],"Warwick, Warwickshire, England",Male,"
Ticket No. 226875, £26 ",Mr,/titanic-victim/william-angle.html,0.0
50,25,1887-03-24,,"
Cabin No.: (E)58","
Destination:       
      New Glarus, Wisconsin, United States
",Southampton,Josef,General Labourer,Arnold-franchi,Married,Swiss,3rd Class Passenger,"['/titanic-survivor/anton-kink.html', '/titanic-victim/vincenz-kink.html', '/titanic-victim/wenzel-linhart.html', '/titanic-victim/albert-wirz.html', '/titanic-victim/leo-zimmermann.html']","Altdorf, Uri, Switzerland",Male,"
Ticket No. 349237, £17  16s ",Mr,/titanic-victim/josef-arnold-franchi.html,0.0
51,25,1887-01-21,"Tannåker, Jönköping, Sweden",,"
Destination:       200 Ridgewood Avenue 
      Joliet, Illinois, United States
",Southampton,Ernst Axel Algot,General Labourer,Aronsson,Single,Swedish,3rd Class Passenger,['/titanic-victim/gustaf-hjalmar-edvardsson.html'],"Hörset, Småland, Sweden",Male,"
Ticket No. 349911, £7  15s  6d",Mr,/titanic-victim/ernst-axel-algot-aronsson.html,0.0
52,71,1840-07-14,"Montevideo, Uruguay",,,Cherbourg,Ramon,Businessman,Artagaveytia,,Uruguayan,1st Class Passenger,[],"Buenos Aires, Pampas, Argentina",Male,"
Ticket No. 17609, £49  10s  1d",Mr,/titanic-victim/ramon-artagaveytia.html,0.0
53,26,1885-07-25,"Liverpool, Merseyside, England",,,Southampton,Austin Aloysius,Clerk,Ashcroft,Single,English,Victualling Crew,[],"Wallasey, Cheshire, England",Male,,Mr,/titanic-victim/austin-aloysius-ashcroft.html,0.0
54,57,1854-06-29,"Balham, Surrey, England",,"
Destination:       
      West Hoboken, New Jersey, United States
",Southampton,John,,Ashby,Married,English,2nd Class Passenger,[],"West Hoboken, New Jersey, United States",Male,"
Ticket No. 244346, £13 ",Mr,/titanic-victim/john-ashby.html,0.0
55,41,1871-02-20,"Limerick, County Limerick, Ireland",,,Southampton,Henry Wellesley,Glory hole steward (3rd class),Ashe,Married,Irish,Victualling Crew,[],"Liverpool, Merseyside, England",Male,,Mr,/titanic-victim/henry-wellesley-ashe.html,0.0
56,13,1898-12-12,,,"
Destination:       
      Worcester, Massachusetts, United States
",Southampton,Filip Oscar,,Asplund,,Swedish,3rd Class Passenger,"['/titanic-victim/carl-edgar-asplund.html', '/titanic-victim/carl-asplund.html', '/titanic-victim/clarence-gustaf-hugo-asplund.html', '/titanic-survivor/edvin-rojj-felix-asplund.html', '/titanic-survivor/lillian-gertrud-asplund.html', '/titanic-survivor/selma-augusta-emilia-asplund.html']","Alseda, Småland, Sweden",Male,"
Ticket No. 347077, £31  7s  9d",Master,/titanic-victim/filip-oscar-asplund.html,0.0
57,26,1885-09-03,,,,Southampton,Georges,Assistant Plateman,Aspeslagh,Single,Belgian,Restaurant Staff,[],"London, England",Male,,Mr,/titanic-victim/georges-aspeslagh.html,0.0
58,35,1877,,,,Southampton,Adola,General Labourer,Asim,,Syrian,3rd Class Passenger,[],"Buenos Aires, Pampas, Argentina",Male,"
Ticket No. 3101310, £7  1s ",Mr,/titanic-victim/adola-asim.html,0.0
59,40,1871-05-07,,,"
Destination:       
      Worcester, Massachusetts, United States
",Southampton,Carl Oscar Vilhelm Gustafsson,General Labourer,Asplund,Married,Swedish,3rd Class Passenger,"['/titanic-victim/carl-edgar-asplund.html', '/titanic-victim/clarence-gustaf-hugo-asplund.html', '/titanic-survivor/edvin-rojj-felix-asplund.html', '/titanic-victim/filip-oscar-asplund.html', '/titanic-survivor/lillian-gertrud-asplund.html', '/titanic-survivor/selma-augusta-emilia-asplund.html']","Alseda, Småland, Sweden",Male,"
Ticket No. 347077, £31  7s  9d",Mr,/titanic-victim/carl-asplund.html,0.0
60,9,1902-09-17,,,"
Destination:       
      Worcester, Massachusetts, United States
",Southampton,Clarence Gustaf Hugo,,Asplund,,Swedish,3rd Class Passenger,"['/titanic-victim/carl-edgar-asplund.html', '/titanic-victim/carl-asplund.html', '/titanic-survivor/edvin-rojj-felix-asplund.html', '/titanic-victim/filip-oscar-asplund.html', '/titanic-survivor/lillian-gertrud-asplund.html', '/titanic-survivor/selma-augusta-emilia-asplund.html']","Alseda, Småland, Sweden",Male,"
Ticket No. 347077, £31  7s  9d",Master,/titanic-victim/clarence-gustaf-hugo-asplund.html,0.0
61,5,1906-10-21,"Worcester, Massachusetts, United States",,"
Destination:       
      Worcester, Massachusetts, United States
",Southampton,Carl Edgar,,Asplund,,Swedish,3rd Class Passenger,"['/titanic-victim/carl-asplund.html', '/titanic-victim/clarence-gustaf-hugo-asplund.html', '/titanic-survivor/edvin-rojj-felix-asplund.html', '/titanic-victim/filip-oscar-asplund.html', '/titanic-survivor/lillian-gertrud-asplund.html', '/titanic-survivor/selma-augusta-emilia-asplund.html']","Alseda, Småland, Sweden",Male,"
Ticket No. 347077, £31  7s  9d",Master,/titanic-victim/carl-edgar-asplund.html,0.0
62,23,1889,,,,Southampton,Ali,General Labourer,Assam,,Syrian,3rd Class Passenger,[],"Buenos Aires, Pampas, Argentina",Male,"
Ticket No. 3101309, £7  1s ",Mr,/titanic-victim/ali-assam.html,0.0
63,47,1864-07-13,,"
Cabin No.: C-17/C-21?",,Cherbourg,John Jacob,Property Developer / Real Estate,Astor,,American,1st Class Passenger,"['/titanic-survivor/rosalie-bidois.html', '/titanic-survivor/caroline-endres.html', '/titanic-victim/victor-robbins.html']","New York City, New York, United States",Male,"
Ticket No. 17757, £247  10s  6d",Colonel,/titanic-victim/john-jacob-astor.html,0.0
64,18,1894,"Beirut, Syria",,,Cherbourg,Malakah,,Atā allāh,,Syrian,3rd Class Passenger,['/titanic-victim/yousseff-ibrahim-shawah.html'],"Beirut, Syria",Female,"
Ticket No. 2627, £14  9s  2d",Miss,/titanic-victim/malake-attalah.html,0.0
65,27,1885,,,"
Destination:       
      Ottawa, Ontario, Canada
",Cherbourg,Sleiman Khalil,Journalist,Attala,,Syrian,3rd Class Passenger,[],"Ottawa, Ontario, Canada",Male,"
Ticket No. 2694, £7  4s  6d",Mr,/titanic-victim/sleiman-attala.html,0.0
66,23,1889,"Southampton, Hampshire, England",,,Southampton,Edwin George,Assistant Vegetable Cook,Ayling,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/george-edwin-ayling.html,0.0
67,37,1875,"Plymouth, Devon, England",,,,Charles Frederick,Assistant Lounge Steward,Back,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/charles-frederick-back.html,0.0
68,23,1889-02-10,"Hallaryd, Småland, Sweden",,"
Destination:       
      Bloomington, Indiana, United States
",Southampton,Albert,General Labourer,Augustsson,,Swedish,3rd Class Passenger,"['/titanic-victim/paul-edvin-andreasson.html', '/titanic-victim/nils-johansson.html', '/titanic-survivor/carl-jonsson.html', '/titanic-survivor/olga-elida-lundin.html']","Krakoryd, Småland, Sweden",Male,"
Ticket No. 347468, £7  17s  1d",Mr,/titanic-victim/albert-augustsson.html,0.0
69,32,1880-01-14,"Keitala, Finland",,"
Destination:       
      New York City, New York, United States
",Southampton,Karl Alfred,General Labourer,Backström,,Finnish,3rd Class Passenger,"['/titanic-survivor/erna-andersson.html', '/titanic-survivor/maria-mathilda-backstrom.html']","Loviisa, Finland",Male,"
Ticket No. 3101278, £15  17s ",Mr,/titanic-victim/karl-alfred-backstrom.html,0.0
70,40,1872,,,,Cherbourg,Mohamed,Farmer,Badt,,Syrian,3rd Class Passenger,[],"Tripoli, Syria",Male,"
Ticket No. 2623, £7  4s  6d",Mr,/titanic-victim/mohamed-badt.html,0.0
71,33,1879-03-04,"London, England",,,Southampton,Edward Henry,Saloon Steward,Bagley,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/edward-ernest-bagley.html,0.0
72,18,1894,"Penzance, Cornwall, England",,"
Destination:       
      Akron, Ohio, United States
",Southampton,Percy,Butcher's Assistant,Bailey,Single,English,2nd Class Passenger,"['/titanic-victim/harry-cotterill.html', '/titanic-victim/richard-hocking.html']","Penzance, Cornwall, England",Male,"
Ticket No. 29108, £11  10s ",Mr,/titanic-victim/percy-andrew-bailey.html,0.0
73,46,1866-04-09,"Newport, Monmouthshire, Wales",,,Southampton,George Frank,Fireman,Bailey,Married,Welsh,Engineering Crew,[],"Woolston, Hampshire, England",Male,,Mr,/titanic-victim/george-bailey.html,0.0
74,44,1868,"London, England",,,,George,Saloon Steward,Bailey,,English,Victualling Crew,[],"Shepperton, Middlesex, England",Male,,Mr,/titanic-victim/george-francis-bailey.html,0.0
75,22,1889-10-19,"St. Andrew, Guernsey, Channel Islands",,"
Destination:       
      St. Paul, Minnesota, United States
",Southampton,Charles Robert,Horse Trainer,Bainbrigge,,Channel Islander,2nd Class Passenger,[],"Guernsey, Guernsey, Channel Islands",Male,"
Ticket No. 31030, £10  10s ",Mr,/titanic-victim/charles-robert-bainbrigge.html,0.0
76,58,1854,"Dublin, Ireland",,,Southampton,Richard,Greaser,Baines,Single,Irish,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/richard-baines.html,0.0
77,26,1886,,,"
Destination:       
      Harrisburg, Pennsylvania, United States
",Southampton,Cerin,General Labourer,Bakić,,Bosnian,3rd Class Passenger,[],"Batic, Bosnia",Male,"
Ticket No. 349248, £7  17s  11d",Mr,/titanic-victim/cerin-balkic.html,0.0
78,42,1870-04-10,"Vilnius, Lithuania",,,Southampton,Solomon,Merchant,Banewer,,Lithuanian,2nd Class Passenger,[],,Male,"
Ticket No. 211535, £13 ",Mr,/titanic-victim/solomon-bowenur.html,0.0
79,24,1887-12-09,"Caravaggio, Lombardy, Italy",,,Southampton,Ugo,Waiter,Banfi,Single,Italian,Restaurant Staff,[],"London, England",Male,,,/titanic-victim/ugo-banfi.html,0.0
80,34,1877-12-19,"Liverpool, Merseyside, England",,,Southampton,John Joseph,Greaser,Bannon,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/john-bannon.html,0.0
81,28,1884-02-29,"Helston, Cornwall, England",,"
Destination:       
      Houghton, Michigan, United States
",Southampton,Frederick James,Miner,Banfield,Married,English,2nd Class Passenger,[],"Plymouth, Devon, England",Male,"
Ticket No. 34068, £10  10s ",Mr,/titanic-victim/frederick-james-banfield.html,0.0
